"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Dec 17 02:08:08 GMT 2021","Fri Dec 17 02:14:09 GMT 2021","361294","","UI tests - Get Tokens from Faucet","","UI tests - Get Tokens from Faucet","As a User I can get test tokens from the faucet","As a User I can get test tokens from the faucet",""
"failed","Fri Dec 17 01:41:11 GMT 2021","Fri Dec 17 01:41:12 GMT 2021","492","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can burn all liquidity MGA - mETH","As a User I can burn all liquidity MGA - mETH",""
"failed","Fri Dec 17 01:45:49 GMT 2021","Fri Dec 17 01:46:21 GMT 2021","31754","","UI main tests - Withdraw - ETH","","UI main tests - Withdraw - ETH","As a User I can Withdraw ETH from Meta extension","As a User I can Withdraw ETH from Meta extension",""
"failed","Fri Dec 17 01:38:30 GMT 2021","Fri Dec 17 01:39:23 GMT 2021","52853","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When tx front - fails, User gets notified","When tx front - fails, User gets notified",""
"failed","Fri Dec 17 02:14:53 GMT 2021","Fri Dec 17 02:15:07 GMT 2021","14392","","UI tests: Infra","","UI tests: Infra","Validate that Frontend retrieves AssetInfo data","Validate that Frontend retrieves AssetInfo data",""
"passed","Fri Dec 17 02:14:50 GMT 2021","Fri Dec 17 02:14:53 GMT 2021","3027","","UI tests: Infra","","UI tests: Infra","Validate that Mangata Frontend up and running","Validate that Mangata Frontend up and running",""
"failed","Fri Dec 17 02:14:14 GMT 2021","Fri Dec 17 02:14:49 GMT 2021","34125","","UI tests - Extension management","","UI tests - Extension management","As a User I get feedback when extensions are installed and correctly setup","As a User I get feedback when extensions are installed and correctly setup",""
"failed","Fri Dec 17 01:41:11 GMT 2021","Fri Dec 17 01:41:11 GMT 2021","503","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint some tokens MGA - mETH","As a User I can mint some tokens MGA - mETH",""
"passed","Fri Dec 17 01:59:14 GMT 2021","Fri Dec 17 02:00:59 GMT 2021","105683","","Accuracy tests","","Accuracy tests","As a User I get the right values for Pool investment P[5000000000000000000, 100] - I-> 100000000000 -Expected - 0.000002","As a User I get the right values for Pool investment P[5000000000000000000, 100] - I-> 100000000000 -Expected - 0.000002",""
"failed","Fri Dec 17 01:41:10 GMT 2021","Fri Dec 17 01:41:11 GMT 2021","576","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can Swap tokens - MGA - mETH","As a User I can Swap tokens - MGA - mETH",""
"failed","Fri Dec 17 01:40:16 GMT 2021","Fri Dec 17 01:41:08 GMT 2021","52473","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When user cancel a TX, User gets notified","When user cancel a TX, User gets notified",""
