"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 09 13:10:17 GMT 2021","Tue Nov 09 13:12:54 GMT 2021","156867","","UI main tests - Withdraw - ETH","","UI main tests - Withdraw - ETH","As a User I can Withdraw ETH from Meta extension","As a User I can Withdraw ETH from Meta extension",""
"passed","Tue Nov 09 13:00:03 GMT 2021","Tue Nov 09 13:02:24 GMT 2021","140930","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint some tokens MGA - mETH","As a User I can mint some tokens MGA - mETH",""
"passed","Tue Nov 09 13:15:47 GMT 2021","Tue Nov 09 13:19:17 GMT 2021","209743","","UI tests - A user can use MAX:","","UI tests - A user can use MAX:","As a User I can mint All tokens newToken - newToken2","As a User I can mint All tokens newToken - newToken2",""
"passed","Tue Nov 09 13:21:11 GMT 2021","Tue Nov 09 13:23:00 GMT 2021","108222","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when providing liquidity","Modal contains currencies and amounts when providing liquidity",""
"passed","Tue Nov 09 13:37:07 GMT 2021","Tue Nov 09 13:38:00 GMT 2021","53046","","UI tests - A user can create a pool MGA - newToken","","UI tests - A user can create a pool MGA - newToken","As a User I can create a pool","As a User I can create a pool",""
"passed","Tue Nov 09 13:41:57 GMT 2021","Tue Nov 09 13:42:22 GMT 2021","25344","","UI tests: Infra","","UI tests: Infra","Validate that Frontend retrieves AssetInfo data","Validate that Frontend retrieves AssetInfo data",""
"passed","Tue Nov 09 13:08:09 GMT 2021","Tue Nov 09 13:10:17 GMT 2021","128258","","UI main tests - Deposit - ETH","","UI main tests - Deposit - ETH","As a User I can deposit ETH from Meta extension","As a User I can deposit ETH from Meta extension",""
"passed","Tue Nov 09 13:40:31 GMT 2021","Tue Nov 09 13:40:42 GMT 2021","10679","","UI tests - Extension management","","UI tests - Extension management","As a User I get infomed whenever is neccesary to install any extension","As a User I get infomed whenever is neccesary to install any extension",""
"passed","Tue Nov 09 13:19:18 GMT 2021","Tue Nov 09 13:21:11 GMT 2021","113028","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when Swapping","Modal contains currencies and amounts when Swapping",""
"passed","Tue Nov 09 13:41:53 GMT 2021","Tue Nov 09 13:41:57 GMT 2021","3825","","UI tests: Infra","","UI tests: Infra","Validate that Mangata Frontend up and running","Validate that Mangata Frontend up and running",""
