"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Dec 15 01:30:21 GMT 2021","Wed Dec 15 01:32:50 GMT 2021","149145","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when Swapping","Modal contains currencies and amounts when Swapping",""
"failed","Wed Dec 15 01:32:52 GMT 2021","Wed Dec 15 01:32:52 GMT 2021","8","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When tx front - fails, User gets notified","When tx front - fails, User gets notified",""
"failed","Wed Dec 15 01:32:52 GMT 2021","Wed Dec 15 01:32:52 GMT 2021","5","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal is visible when burning liquidity","Modal is visible when burning liquidity",""
"failed","Wed Dec 15 01:32:50 GMT 2021","Wed Dec 15 01:32:52 GMT 2021","1452","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when providing liquidity","Modal contains currencies and amounts when providing liquidity",""
"failed","Wed Dec 15 01:32:52 GMT 2021","Wed Dec 15 01:32:52 GMT 2021","7","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When tx extrinsic - fails, User gets notified","When tx extrinsic - fails, User gets notified",""
"failed","Wed Dec 15 01:32:52 GMT 2021","Wed Dec 15 01:32:52 GMT 2021","3","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When user cancel a TX, User gets notified","When user cancel a TX, User gets notified",""
