"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Mar 03 01:40:34 GMT 2022","Thu Mar 03 01:41:28 GMT 2022","54326","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal is visible when burning liquidity","Modal is visible when burning liquidity",""
"failed","Thu Mar 03 02:06:06 GMT 2022","Thu Mar 03 02:06:07 GMT 2022","373","","Accuracy tests","","Accuracy tests","As a User I get the right values for Pool investment P[5000000000000000000, 100] - I-> 100000000000 -Expected - 0.000002","As a User I get the right values for Pool investment P[5000000000000000000, 100] - I-> 100000000000 -Expected - 0.000002",""
"passed","Thu Mar 03 01:50:07 GMT 2022","Thu Mar 03 01:50:26 GMT 2022","19059","","UI tests - Extension management","","UI tests - Extension management","As a User I get infomed whenever is neccesary to install any extension","As a User I get infomed whenever is neccesary to install any extension",""
"failed","Thu Mar 03 01:46:16 GMT 2022","Thu Mar 03 01:48:17 GMT 2022","121809","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint some tokens MGA - mETH","As a User I can mint some tokens MGA - mETH",""
"skipped","Thu Mar 03 01:58:34 GMT 2022","Thu Mar 03 01:58:34 GMT 2022","0","","UI tests > Balances","","UI tests > Balances","As a User I can see the min/max when withdrawing","As a User I can see the min/max when withdrawing",""
"failed","Thu Mar 03 01:57:21 GMT 2022","Thu Mar 03 01:58:34 GMT 2022","72622","","UI tests > Balances","","UI tests > Balances","As a User I can see the min value in UI","As a User I can see the min value in UI",""
"failed","Thu Mar 03 01:49:12 GMT 2022","Thu Mar 03 01:50:05 GMT 2022","53589","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint in more than one pool [ MGA - mETH ] [ MGA - newTokn ] and get invested values","As a User I can mint in more than one pool [ MGA - mETH ] [ MGA - newTokn ] and get invested values",""
"failed","Thu Mar 03 01:56:09 GMT 2022","Thu Mar 03 01:57:21 GMT 2022","71971","","UI tests > Balances","","UI tests > Balances","As a User I can see the max possible value in UI","As a User I can see the max possible value in UI",""
"failed","Thu Mar 03 02:06:07 GMT 2022","Thu Mar 03 02:06:07 GMT 2022","354","","Accuracy tests","","Accuracy tests","As a User I get the right values for Pool investment P[5000000000000000000, 5000000000000000000] - I-> 0.123 -Expected - 0.123","As a User I get the right values for Pool investment P[5000000000000000000, 5000000000000000000] - I-> 0.123 -Expected - 0.123",""
"failed","Thu Mar 03 01:48:17 GMT 2022","Thu Mar 03 01:49:12 GMT 2022","54409","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can burn all liquidity MGA - mETH","As a User I can burn all liquidity MGA - mETH",""
"passed","Thu Mar 03 02:14:18 GMT 2022","Thu Mar 03 02:14:22 GMT 2022","3570","","UI tests: Infra","","UI tests: Infra","Validate that Mangata Frontend up and running","Validate that Mangata Frontend up and running",""
"passed","Thu Mar 03 01:52:48 GMT 2022","Thu Mar 03 01:53:59 GMT 2022","71206","","UI tests - Extension management","","UI tests - Extension management","As a User I can switch between polkadot wallets using the modal","As a User I can switch between polkadot wallets using the modal",""
"failed","Thu Mar 03 02:03:59 GMT 2022","Thu Mar 03 02:04:00 GMT 2022","410","","Accuracy tests:","","Accuracy tests:","As a User I get the right values for Pool removal P[2500000000000000000, 5000000000000000000] - I-> 1 -Expected - 0.025 , 0.05","As a User I get the right values for Pool removal P[2500000000000000000, 5000000000000000000] - I-> 1 -Expected - 0.025 , 0.05",""
"failed","Thu Mar 03 01:41:28 GMT 2022","Thu Mar 03 01:42:21 GMT 2022","52911","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When tx front - fails, User gets notified","When tx front - fails, User gets notified",""
