"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jan 09 01:40:48 GMT 2022","Sun Jan 09 01:41:55 GMT 2022","66855","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When tx front - fails, User gets notified","When tx front - fails, User gets notified",""
"passed","Sun Jan 09 01:33:21 GMT 2022","Sun Jan 09 01:35:44 GMT 2022","142801","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when Swapping","Modal contains currencies and amounts when Swapping",""
"failed","Sun Jan 09 01:41:55 GMT 2022","Sun Jan 09 01:43:01 GMT 2022","66025","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When tx extrinsic - fails, User gets notified","When tx extrinsic - fails, User gets notified",""
"failed","Sun Jan 09 01:56:23 GMT 2022","Sun Jan 09 01:59:30 GMT 2022","186381","","UI tests - Extension management","","UI tests - Extension management","As a User I get infomed whenever is neccesary to install any extension","As a User I get infomed whenever is neccesary to install any extension",""
"passed","Sun Jan 09 01:44:09 GMT 2022","Sun Jan 09 01:47:02 GMT 2022","173025","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can Swap tokens - MGA - mETH","As a User I can Swap tokens - MGA - mETH",""
"passed","Sun Jan 09 01:35:44 GMT 2022","Sun Jan 09 01:38:07 GMT 2022","143460","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when providing liquidity","Modal contains currencies and amounts when providing liquidity",""
"failed","Sun Jan 09 01:59:30 GMT 2022","Sun Jan 09 01:59:30 GMT 2022","7","","UI tests - Extension management","","UI tests - Extension management","As a User I can not see hidden wallets in the modal","As a User I can not see hidden wallets in the modal",""
"passed","Sun Jan 09 01:52:56 GMT 2022","Sun Jan 09 01:56:22 GMT 2022","205440","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint in more than one pool [ MGA - mETH ] [ MGA - newTokn ] and get invested values","As a User I can mint in more than one pool [ MGA - mETH ] [ MGA - newTokn ] and get invested values",""
"failed","Sun Jan 09 01:59:30 GMT 2022","Sun Jan 09 01:59:30 GMT 2022","568","","UI tests - Extension management","","UI tests - Extension management","As a User I get feedback when extensions are installed and correctly setup","As a User I get feedback when extensions are installed and correctly setup",""
"failed","Sun Jan 09 01:43:01 GMT 2022","Sun Jan 09 01:44:07 GMT 2022","66481","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When user cancel a TX, User gets notified","When user cancel a TX, User gets notified",""
"failed","Sun Jan 09 01:59:30 GMT 2022","Sun Jan 09 01:59:30 GMT 2022","5","","UI tests - Extension management","","UI tests - Extension management","As a User I can switch between polkadot wallets","As a User I can switch between polkadot wallets",""
"passed","Sun Jan 09 01:49:56 GMT 2022","Sun Jan 09 01:52:56 GMT 2022","179811","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can burn all liquidity MGA - mETH","As a User I can burn all liquidity MGA - mETH",""
"failed","Sun Jan 09 01:47:02 GMT 2022","Sun Jan 09 01:49:56 GMT 2022","174419","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint some tokens MGA - mETH","As a User I can mint some tokens MGA - mETH",""
"passed","Sun Jan 09 01:38:07 GMT 2022","Sun Jan 09 01:40:48 GMT 2022","160644","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal is visible when burning liquidity","Modal is visible when burning liquidity",""
"failed","Sun Jan 09 01:59:30 GMT 2022","Sun Jan 09 01:59:30 GMT 2022","6","","UI tests - Extension management","","UI tests - Extension management","As a User I can switch between polkadot wallets using the modal","As a User I can switch between polkadot wallets using the modal",""
