"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 27 01:44:29 GMT 2021","Sat Nov 27 01:45:02 GMT 2021","33003","","UI tests > Balances","","UI tests > Balances","As a User I can see the min value in UI","As a User I can see the min value in UI",""
"passed","Sat Nov 27 01:29:17 GMT 2021","Sat Nov 27 01:32:02 GMT 2021","165120","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can Swap tokens - MGA - mETH","As a User I can Swap tokens - MGA - mETH",""
"passed","Sat Nov 27 01:56:06 GMT 2021","Sat Nov 27 01:58:12 GMT 2021","125713","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when providing liquidity","Modal contains currencies and amounts when providing liquidity",""
"passed","Sat Nov 27 01:58:12 GMT 2021","Sat Nov 27 02:00:48 GMT 2021","156004","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal is visible when burning liquidity","Modal is visible when burning liquidity",""
"failed","Sat Nov 27 01:47:18 GMT 2021","Sat Nov 27 01:47:49 GMT 2021","31510","","UI main tests - Withdraw - ETH","","UI main tests - Withdraw - ETH","As a User I can Withdraw ETH from Meta extension","As a User I can Withdraw ETH from Meta extension",""
"passed","Sat Nov 27 01:43:55 GMT 2021","Sat Nov 27 01:44:29 GMT 2021","33941","","UI tests > Balances","","UI tests > Balances","As a User I can see the max possible value in UI","As a User I can see the max possible value in UI",""
"passed","Sat Nov 27 02:25:42 GMT 2021","Sat Nov 27 02:25:45 GMT 2021","2941","","UI tests: Infra","","UI tests: Infra","Validate that Mangata Frontend up and running","Validate that Mangata Frontend up and running",""
"passed","Sat Nov 27 02:24:11 GMT 2021","Sat Nov 27 02:25:40 GMT 2021","89375","","UI tests - Extension management","","UI tests - Extension management","As a User I get feedback when extensions are installed and correctly setup","As a User I get feedback when extensions are installed and correctly setup",""
"failed","Sat Nov 27 01:45:09 GMT 2021","Sat Nov 27 01:47:18 GMT 2021","128619","","UI main tests - Deposit - ETH","","UI main tests - Deposit - ETH","As a User I can deposit ETH from Meta extension","As a User I can deposit ETH from Meta extension",""
"failed","Sat Nov 27 01:50:35 GMT 2021","Sat Nov 27 01:53:54 GMT 2021","198579","","UI tests - A user can use MAX:","","UI tests - A user can use MAX:","As a User I can mint All tokens newToken - newToken2","As a User I can mint All tokens newToken - newToken2",""
"failed","Sat Nov 27 01:47:51 GMT 2021","Sat Nov 27 01:50:35 GMT 2021","163935","","UI tests - A user can use MAX:","","UI tests - A user can use MAX:","As a User I can Swap All MGA tokens -> newToken","As a User I can Swap All MGA tokens -> newToken",""
"failed","Sat Nov 27 02:02:13 GMT 2021","Sat Nov 27 02:04:32 GMT 2021","138997","","Accuracy tests:","","Accuracy tests:","As a User I get the right values for Pool removal P[2499999999999999999, 5000000000000000000] - I-> 2 -Expected - 0.049 , 0.100","As a User I get the right values for Pool removal P[2499999999999999999, 5000000000000000000] - I-> 2 -Expected - 0.049 , 0.100",""
"passed","Sat Nov 27 01:53:56 GMT 2021","Sat Nov 27 01:56:06 GMT 2021","130655","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when Swapping","Modal contains currencies and amounts when Swapping",""
"failed","Sat Nov 27 02:12:18 GMT 2021","Sat Nov 27 02:14:16 GMT 2021","118335","","Accuracy tests","","Accuracy tests","As a User I get the right values for Pool investment P[2500000000000000000, 5000000000000000000] - I-> 0.100 -Expected - 0.200","As a User I get the right values for Pool investment P[2500000000000000000, 5000000000000000000] - I-> 0.100 -Expected - 0.200",""
"passed","Sat Nov 27 01:32:02 GMT 2021","Sat Nov 27 01:34:36 GMT 2021","154288","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint some tokens MGA - mETH","As a User I can mint some tokens MGA - mETH",""
