"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 26 01:44:02 GMT 2021","Sun Dec 26 01:46:24 GMT 2021","142386","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint some tokens MGA - mETH","As a User I can mint some tokens MGA - mETH",""
"passed","Sun Dec 26 01:34:20 GMT 2021","Sun Dec 26 01:36:21 GMT 2021","120495","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when providing liquidity","Modal contains currencies and amounts when providing liquidity",""
"failed","Sun Dec 26 01:58:30 GMT 2021","Sun Dec 26 01:59:02 GMT 2021","31345","","UI main tests - Withdraw - ETH","","UI main tests - Withdraw - ETH","As a User I can Withdraw ETH from Meta extension","As a User I can Withdraw ETH from Meta extension",""
"passed","Sun Dec 26 02:28:33 GMT 2021","Sun Dec 26 02:28:36 GMT 2021","2748","","UI tests: Infra","","UI tests: Infra","Validate that Mangata Frontend up and running","Validate that Mangata Frontend up and running",""
"failed","Sun Dec 26 01:40:35 GMT 2021","Sun Dec 26 01:41:32 GMT 2021","56359","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When user cancel a TX, User gets notified","When user cancel a TX, User gets notified",""
"passed","Sun Dec 26 01:36:21 GMT 2021","Sun Dec 26 01:38:42 GMT 2021","141262","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal is visible when burning liquidity","Modal is visible when burning liquidity",""
"failed","Sun Dec 26 02:08:25 GMT 2021","Sun Dec 26 02:10:42 GMT 2021","137470","","Accuracy tests:","","Accuracy tests:","As a User I get the right values for Pool removal P[2500000000000000000, 5000000000000000000] - I-> 1 -Expected - 0.025 , 0.05","As a User I get the right values for Pool removal P[2500000000000000000, 5000000000000000000] - I-> 1 -Expected - 0.025 , 0.05",""
"passed","Sun Dec 26 02:28:36 GMT 2021","Sun Dec 26 02:29:20 GMT 2021","44060","","UI tests: Infra","","UI tests: Infra","Validate that Frontend retrieves AssetInfo data","Validate that Frontend retrieves AssetInfo data",""
"passed","Sun Dec 26 01:55:19 GMT 2021","Sun Dec 26 01:55:49 GMT 2021","29581","","UI tests > Balances","","UI tests > Balances","As a User I can see the max possible value in UI","As a User I can see the max possible value in UI",""
"failed","Sun Dec 26 02:20:48 GMT 2021","Sun Dec 26 02:26:59 GMT 2021","371417","","UI tests - Get Tokens from Faucet","","UI tests - Get Tokens from Faucet","As a User I can get test tokens from the faucet","As a User I can get test tokens from the faucet",""
