"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Dec 12 02:15:19 GMT 2021","Sun Dec 12 02:15:33 GMT 2021","14388","","UI tests: Infra","","UI tests: Infra","Validate that Frontend retrieves AssetInfo data","Validate that Frontend retrieves AssetInfo data",""
"failed","Sun Dec 12 01:58:00 GMT 2021","Sun Dec 12 01:58:08 GMT 2021","7785","","UI tests - A user can use MAX:","","UI tests - A user can use MAX:","As a User I can mint All tokens newToken - newToken2","As a User I can mint All tokens newToken - newToken2",""
"failed","Sun Dec 12 01:54:28 GMT 2021","Sun Dec 12 01:55:18 GMT 2021","50523","","UI tests > Balances","","UI tests > Balances","As a User I can see the min value in UI","As a User I can see the min value in UI",""
"passed","Sun Dec 12 01:59:26 GMT 2021","Sun Dec 12 02:01:16 GMT 2021","110320","","Accuracy tests:","","Accuracy tests:","As a User I get the right values for Pool removal P[2499999999999999999, 5000000000000000000] - I-> 2 -Expected - 0.049 , 0.100","As a User I get the right values for Pool removal P[2499999999999999999, 5000000000000000000] - I-> 2 -Expected - 0.049 , 0.100",""
"passed","Sun Dec 12 01:33:20 GMT 2021","Sun Dec 12 01:35:23 GMT 2021","122971","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when providing liquidity","Modal contains currencies and amounts when providing liquidity",""
"passed","Sun Dec 12 01:47:08 GMT 2021","Sun Dec 12 01:50:13 GMT 2021","184449","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint in more than one pool [ MGA - mETH ] [ MGA - newTokn ] and get invested values","As a User I can mint in more than one pool [ MGA - mETH ] [ MGA - newTokn ] and get invested values",""
"passed","Sun Dec 12 01:30:55 GMT 2021","Sun Dec 12 01:33:20 GMT 2021","144436","","UI tests - A user can see the new Modal","","UI tests - A user can see the new Modal","Modal contains currencies and amounts when Swapping","Modal contains currencies and amounts when Swapping",""
"failed","Sun Dec 12 02:08:16 GMT 2021","Sun Dec 12 02:10:23 GMT 2021","126932","","Accuracy tests","","Accuracy tests","As a User I get the right values for Pool investment P[2500000000000000000, 5000000000000000000] - I-> 0.100 -Expected - 0.200","As a User I get the right values for Pool investment P[2500000000000000000, 5000000000000000000] - I-> 0.100 -Expected - 0.200",""
"passed","Sun Dec 12 02:01:16 GMT 2021","Sun Dec 12 02:03:07 GMT 2021","110953","","Accuracy tests:","","Accuracy tests:","As a User I get the right values for Pool removal P[2500000000000000000, 5000000000000000000] - I-> 1 -Expected - 0.025 , 0.05","As a User I get the right values for Pool removal P[2500000000000000000, 5000000000000000000] - I-> 1 -Expected - 0.025 , 0.05",""
"passed","Sun Dec 12 01:42:03 GMT 2021","Sun Dec 12 01:44:30 GMT 2021","147383","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint some tokens MGA - mETH","As a User I can mint some tokens MGA - mETH",""
"failed","Sun Dec 12 02:15:14 GMT 2021","Sun Dec 12 02:15:14 GMT 2021","401","","UI tests - Extension management","","UI tests - Extension management","As a User I get feedback when extensions are installed and correctly setup","As a User I get feedback when extensions are installed and correctly setup",""
"failed","Sun Dec 12 01:53:25 GMT 2021","Sun Dec 12 01:54:28 GMT 2021","62457","","UI tests > Balances","","UI tests > Balances","As a User I can see the max possible value in UI","As a User I can see the max possible value in UI",""
"failed","Sun Dec 12 01:39:49 GMT 2021","Sun Dec 12 01:40:49 GMT 2021","59942","","UI tests - A user gets notified when error","","UI tests - A user gets notified when error","When user cancel a TX, User gets notified","When user cancel a TX, User gets notified",""
