"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 10 13:11:12 GMT 2021","Sun Oct 10 13:14:42 GMT 2021","210479","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can Swap tokens - MGA - mETH","As a User I can Swap tokens - MGA - mETH",""
"failed","Sun Oct 10 13:39:45 GMT 2021","Sun Oct 10 13:41:21 GMT 2021","95994","","Accuracy tests","","Accuracy tests","As a User I get the right values for Pool investment P[2500000000000000000, 5000000000000000000] - I-> 0.100 -Expected - 0.200","As a User I get the right values for Pool investment P[2500000000000000000, 5000000000000000000] - I-> 0.100 -Expected - 0.200",""
"failed","Sun Oct 10 13:27:27 GMT 2021","Sun Oct 10 13:29:23 GMT 2021","115636","","UI main tests - Withdraw - ETH","","UI main tests - Withdraw - ETH","As a User I can Withdraw ETH from Meta extension","As a User I can Withdraw ETH from Meta extension",""
"failed","Sun Oct 10 13:36:26 GMT 2021","Sun Oct 10 13:37:45 GMT 2021","78904","","Accuracy tests","","Accuracy tests","As a User I get the right values for Pool investment P[5000000000000000000, 100] - I-> 100000000000 -Expected - 0.000002","As a User I get the right values for Pool investment P[5000000000000000000, 100] - I-> 100000000000 -Expected - 0.000002",""
"failed","Sun Oct 10 13:32:45 GMT 2021","Sun Oct 10 13:34:21 GMT 2021","96001","","Accuracy tests:","","Accuracy tests:","As a User I get the right values for Pool removal P[2500000000000000000, 5000000000000000000] - I-> 1 -Expected - 0.025 , 0.05","As a User I get the right values for Pool removal P[2500000000000000000, 5000000000000000000] - I-> 1 -Expected - 0.025 , 0.05",""
"passed","Sun Oct 10 13:44:38 GMT 2021","Sun Oct 10 13:48:22 GMT 2021","223886","","UI tests - Get Tokens from Faucet","","UI tests - Get Tokens from Faucet","As a User I can get test tokens from the faucet","As a User I can get test tokens from the faucet",""
"passed","Sun Oct 10 13:37:45 GMT 2021","Sun Oct 10 13:39:45 GMT 2021","120440","","Accuracy tests","","Accuracy tests","As a User I get the right values for Pool investment P[5000000000000000000, 5000000000000000000] - I-> 0.123 -Expected - 0.123","As a User I get the right values for Pool investment P[5000000000000000000, 5000000000000000000] - I-> 0.123 -Expected - 0.123",""
"passed","Sun Oct 10 13:50:47 GMT 2021","Sun Oct 10 13:51:17 GMT 2021","29627","","UI tests: Infra","","UI tests: Infra","Validate that Frontend retrieves AssetInfo data","Validate that Frontend retrieves AssetInfo data",""
"passed","Sun Oct 10 13:18:12 GMT 2021","Sun Oct 10 13:21:57 GMT 2021","225311","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can burn all liquidity MGA - mETH","As a User I can burn all liquidity MGA - mETH",""
"passed","Sun Oct 10 13:50:42 GMT 2021","Sun Oct 10 13:50:47 GMT 2021","5106","","UI tests: Infra","","UI tests: Infra","Validate that Mangata Frontend up and running","Validate that Mangata Frontend up and running",""
"failed","Sun Oct 10 13:31:26 GMT 2021","Sun Oct 10 13:32:45 GMT 2021","78978","","Accuracy tests:","","Accuracy tests:","As a User I get the right values for Pool removal P[2499999999999999999, 5000000000000000000] - I-> 2 -Expected - 0.050 , 0.100","As a User I get the right values for Pool removal P[2499999999999999999, 5000000000000000000] - I-> 2 -Expected - 0.050 , 0.100",""
"failed","Sun Oct 10 13:43:55 GMT 2021","Sun Oct 10 13:44:34 GMT 2021","38616","","UI tests - A user can create a pool MGA - newToken","","UI tests - A user can create a pool MGA - newToken","As a User I can create a pool","As a User I can create a pool",""
"failed","Sun Oct 10 13:21:57 GMT 2021","Sun Oct 10 13:23:35 GMT 2021","97605","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint in more than one pool [ MGA - mETH ] [ MGA - newTokn ] and get invested values","As a User I can mint in more than one pool [ MGA - mETH ] [ MGA - newTokn ] and get invested values",""
"passed","Sun Oct 10 13:48:34 GMT 2021","Sun Oct 10 13:50:40 GMT 2021","126090","","UI tests - Extension management","","UI tests - Extension management","As a User I get feedback when extensions are installed and correctly setup","As a User I get feedback when extensions are installed and correctly setup",""
"passed","Sun Oct 10 13:48:24 GMT 2021","Sun Oct 10 13:48:34 GMT 2021","10683","","UI tests - Extension management","","UI tests - Extension management","As a User I get infomed whenever is neccesary to install any extension","As a User I get infomed whenever is neccesary to install any extension",""
"passed","Sun Oct 10 13:14:42 GMT 2021","Sun Oct 10 13:18:12 GMT 2021","210016","","UI tests - A user can swap and mint tokens","","UI tests - A user can swap and mint tokens","As a User I can mint some tokens MGA - mETH","As a User I can mint some tokens MGA - mETH",""
"passed","Sun Oct 10 13:23:39 GMT 2021","Sun Oct 10 13:27:27 GMT 2021","228144","","UI main tests - Deposit - ETH","","UI main tests - Deposit - ETH","As a User I can deposit ETH from Meta extension","As a User I can deposit ETH from Meta extension",""
